# Constructed from biom file
#OTU ID	5608-A18-1	5608-A18-10	5608-A18-11	5608-A18-12	5608-A18-2	5608-A18-3	5608-A18-4	5608-A18-5	5608-A18-6	5608-A18-7	5608-A18-8	5608-A18-9	5608-BF18-1	5608-BF18-2	5608-BF18-3	5608-Blank	5608-CC18-1	5608-CC18-2	5608-CC18-3	5608-CC18-4	5608-CC18-5	5608-CC18-6	5608-CuC18-1	5608-M18-1	5608-SJ18-1	5608-SJ18-2	5608-SJ18-3
d1bb3a8e9a23ba644ac6eb4f9c7ae991	0.0	0.0	137.0	0.0	0.0	34.0	0.0	0.0	31.0	24.0	75.0	133.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	40.0	13.0
f28c02c08c1bd56de8472ec62ad73bbe	0.0	35.0	24.0	33.0	48.0	60.0	25.0	45.0	45.0	48.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	26.0	56.0	88.0
be4798c6c590101e5505192013bdb4d0	0.0	46.0	86.0	55.0	0.0	49.0	4.0	0.0	38.0	47.0	47.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	49.0	66.0
f72eaca0c6416d3470e3becb61a45731	18.0	29.0	88.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	42.0	57.0	45.0
c342dc7cc0761d4dcd2358f47eb3cd82	0.0	0.0	0.0	0.0	113.0	37.0	0.0	21.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	185.0	154.0
3e8b582b7c7c053bf673d7cec21b954e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	19.0	130.0	0.0	175.0	91.0	100.0	0.0	0.0	0.0	0.0	0.0
7ccd2ad8a12417946e4fa11e1da9aab0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
da3b50d07ad4fb09f3967bf2f1a273ed	0.0	37.0	76.0	58.0	0.0	22.0	0.0	12.0	17.0	43.0	33.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	57.0	49.0
39a2db7563ce1529841ddcb03f6c3322	0.0	0.0	23.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	46.0	32.0	110.0	89.0
fdbf6a1d236c1661cedc4f2e33a92bdf	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	143.0	90.0	16.0	12.0	0.0	120.0	61.0	51.0	0.0	0.0	0.0	0.0	0.0
5a75ee0d4c98078a83161ce431d168c0	0.0	39.0	28.0	86.0	0.0	0.0	0.0	0.0	0.0	6.0	28.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	60.0	58.0	67.0
a884dd9f9083bea2cfed4dfe01e59f48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	90.0	0.0	84.0	61.0	80.0	0.0	38.0	0.0	0.0	0.0
4d0f29a805e1a7e8710ab908f5ba1ed5	0.0	0.0	0.0	0.0	0.0	0.0	388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
d0c43aaac2a3a94903f34c04a74707a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	0.0	39.0	0.0	93.0	75.0	22.0	0.0	14.0	0.0	0.0	0.0
c6f911149d4262a67a2fe9f8cfb85c46	0.0	0.0	17.0	0.0	0.0	44.0	84.0	42.0	32.0	21.0	17.0	23.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	16.0	12.0	0.0	0.0	57.0	22.0	0.0	0.0
1c2fd57a0138c18d3127106e62b123c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
074e682054a009c3bd303ea3d901a682	34.0	0.0	24.0	0.0	137.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
c169f84f696a20129abd363e69b5a69f	0.0	59.0	32.0	31.0	0.0	0.0	0.0	0.0	0.0	31.0	23.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	51.0	50.0
a6a52d7af83c54acc688f0d95a946023	13.0	28.0	24.0	104.0	0.0	0.0	0.0	0.0	6.0	0.0	66.0	22.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	15.0	30.0
285692702ef38d3267f94f61d0a49dca	37.0	56.0	39.0	121.0	0.0	0.0	0.0	0.0	25.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0
04416af61f0374824e127755ef2b9fb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	69.0	193.0	88.0	0.0	0.0	0.0	0.0	0.0
e5cbb4696eb8016dd8e2e19bc45a829a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	38.0	53.0	0.0	121.0	50.0	66.0	0.0	0.0	0.0	0.0	0.0
c477d06d44d2489a84635c31c359810b	0.0	42.0	0.0	34.0	0.0	0.0	0.0	0.0	6.0	47.0	83.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	39.0	0.0	44.0
6cb97c907f4e77ccce368368dda139dc	54.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	33.0	79.0	40.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
5695ac7194e9b6bce3a28474fa596439	337.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48ca5b4f7cb58d4a146837de341a2604	0.0	43.0	37.0	55.0	0.0	0.0	0.0	0.0	0.0	42.0	89.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
3e940e56135c81370650581b802f511e	0.0	0.0	0.0	0.0	44.0	31.0	99.0	22.0	17.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	10.0	24.0	0.0	0.0
74a3336a71478d56731d9e8df69811ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	89.0	0.0	0.0	25.0	0.0	56.0	72.0	75.0	0.0	0.0	0.0	0.0	0.0
bdf9c097a4e9981ac142ccf162b9d596	14.0	0.0	0.0	0.0	133.0	16.0	0.0	0.0	52.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0
3f784ab9fd75b6558b09b4f994af3c0b	0.0	33.0	37.0	23.0	0.0	0.0	0.0	31.0	0.0	51.0	68.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
27bd1632cb63d00c5a981c464ca433e1	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
ca1b1399794468b5c11bae6ffd468bd8	0.0	0.0	0.0	0.0	0.0	58.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	33.0	0.0	42.0	75.0
47776d7b3495cb6b20420639b2e481ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3c6395aa6cd9f5b384edf8d85d274eb	0.0	24.0	87.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	45.0	0.0
acd2bdd37f432d58672c5096f61f55a3	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	82.0	118.0	0.0	0.0	0.0	0.0	0.0
0e0614e2d543e9bfbd188dd5361b3ad1	0.0	0.0	12.0	0.0	39.0	22.0	19.0	38.0	42.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	38.0
78f3a7554d9aef5c386d977f0e77a4e3	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	85.0	86.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0
04b929e486b36810968f72afc2371963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	140.0	74.0	0.0	0.0	0.0	0.0	0.0
88f7a5d5f0a478c830840ebf7dc44b83	31.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	116.0	63.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
6c60f9226bdcedf12cb11b1526183a1c	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	0.0	16.0	0.0	0.0	34.0	24.0	0.0	0.0	0.0	0.0	0.0
8b4a322e33ae342b765485e97af69fb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	76.0	99.0	0.0	0.0	0.0	0.0	0.0
6408e8417561bad8970e5f0b0af39daa	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	236.0	0.0	0.0	0.0
4ad33c61770e474ff128ef796309d76f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	100.0	142.0
30b1f2a93f847fd1b392a8c1a3a5e17a	0.0	50.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	83.0
eb806bb1dd30405c489b4706cacd2d26	0.0	23.0	20.0	73.0	0.0	0.0	0.0	35.0	0.0	26.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	8.0	31.0	16.0
4736672138649e5c8055a7dc0b89fc8d	25.0	38.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	16.0	15.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	20.0	28.0	75.0
a8c7efcc2d9b0a39985ed7a2f0a616e4	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0
a373b94c17d33c710febc5063c9a6acf	0.0	0.0	0.0	0.0	50.0	87.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
b7573919458741d91dc48d6303d7a853	0.0	0.0	39.0	48.0	0.0	0.0	0.0	0.0	34.0	42.0	41.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41c2bf1dd9ff884803661d0cb75e8a11	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ba6e97fa192a857334c72b17888a6e09	0.0	0.0	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
142e27de19792998a12f5fee9539004d	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	25.0	45.0	44.0	0.0	0.0	0.0	0.0	0.0
398a1c34125e3c70e28cc6ce85de7ae9	0.0	0.0	0.0	38.0	0.0	0.0	0.0	43.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	27.0	53.0
6e76d905eb7da159ebffebc25940f442	0.0	0.0	0.0	0.0	33.0	0.0	0.0	57.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	59.0
ca92d968c488e62ab1cad463f0ece926	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
688550e839137d4b55c6e4e7a98c82dc	0.0	0.0	0.0	0.0	25.0	15.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	21.0	24.0	0.0
e7a6c9dfbd0ae1c7815c3c81418c2ec4	0.0	0.0	0.0	0.0	133.0	0.0	65.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c555979e6994619c4c7e3f2d0f156f4a	0.0	0.0	0.0	28.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	17.0	33.0
b30622d1461264d3a15abd5261b3ee66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66d2f6f41c53e87d3a0dd5ff6e4c0441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d9bbced64d8580b6fe744601f21f02bd	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	72.0	45.0	51.0	0.0	0.0	0.0	0.0	0.0
5e9af1a4f64d37c5c18f2c891451b9a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	17.0	8.0	119.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b948935f993587e7912b940a71e7f772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0
d02bc99992093b9864326fce4413a2dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	42.0	32.0	36.0	0.0	0.0	0.0	0.0	0.0
164e595f83618416dec6f6fc3b24df26	0.0	21.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
49d7d3ff1fcccd3fe835b7b07b464aea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	21.0	21.0	39.0	0.0	0.0	0.0	0.0	0.0
30b699bde7bb45b01c5a261be823aff8	6.0	73.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5f2631ee33ae263758dceaff4acc3f90	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	28.0	69.0	29.0
2acbf0df71da4b9212d85875c7982b49	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0
1a0531cc97b7becbd5652f620c046986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0
6e694b5913d92cf67df01e07983157bf	0.0	22.0	17.0	22.0	0.0	0.0	0.0	0.0	0.0	27.0	32.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	3.0	4.0
352b3b37c9e4399b94075590e87d74ff	0.0	0.0	16.0	0.0	23.0	0.0	72.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
0246dd6042b5ad4ed5f67e14d80fd920	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	33.0	25.0
8b3e47feb0b121adfcf34751079e5c94	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	30.0	23.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
fdce89828ff19f8d3e55b67706c8779b	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c21488d0f048f0fd0b0669de67b1d72f	0.0	31.0	12.0	0.0	24.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	32.0	31.0
